time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,VPD_EC,lai_RS,LST_RS,EVI_RS,Fpar_RS,soil_moisture_RS,LST-Tair_RS,spei_RS,solar_RS,Ta_RS,VPD_RS,precip_RS,precip_cml_3_RS,precip_cml_6_RS,PFT_RS
2007-09-15 01:00:00,-105.49545044364,281.43592430603996,175.94047386239998,10.545239244145835,0.31416612691567647,81.42271191829165,88.0,63.65325759726389,38.553556833737474,-9.338036743662283,155.86682664755557,310.9004613245833,2.3761190328830177,5.2,290.42285,0.7301599512399821,86.4643091767393,,4.0794554,0.18254533,152.28008,11.864667,3.9725237,91.48917,91.48916625976562,91.48916625976562,40.0
2007-10-15 01:00:00,-140.9371955514,342.4774081266,201.5402125752,11.585490948521505,0.3075150427926064,82.66435955208333,48.6,110.42655776745968,70.23555087951534,9.405024586710566,222.14100848465728,317.16305999408604,2.377866739521716,3.8333333,290.33878,0.7054415526938196,88.18210249455292,,3.2116747,0.5721599,218.78362,13.005,3.5038528,65.46468,156.95384979248047,156.95384979248047,40.0
2007-11-15 01:00:00,-39.962229139344345,228.36231224414433,188.4000831048,13.595791142468514,0.30085947380783595,90.14210874374395,80.60000000000001,138.58109623705556,69.0208037884436,45.792425055336956,250.88203848622223,335.2081289038889,1.5455447370172581,2.9250002,296.148,0.5648084534666701,67.65896990467527,,7.4420176,-0.01631558,259.56015,15.540832,4.0882072,53.13885,210.09270095825195,210.09270095825195,40.0
2007-12-15 01:00:00,-20.330147037996,214.418444774796,194.0882977368,16.189404753991937,0.294204740022076,77.15926460584677,40.8,156.5421740377016,91.73387395407354,44.46237908345089,280.9800640626714,339.63723935060483,4.2433530518441325,1.45,299.51004,0.40416644417448355,62.08372578818406,,10.241863,0.08850531,298.54013,18.073872,6.8639946,63.273335,181.87686920166016,273.3660354614258,40.0
2008-01-15 01:00:00,27.446670020699997,152.0047716921,179.4514417128,16.72001921248387,0.2874409603046353,78.59659901736559,17.2,161.3729005322715,56.896679230561396,87.25825966782644,298.7032607543212,340.5185598057796,4.115262113727781,1.025,307.9212,0.3207131068033915,43.203572806717155,,16.710918,-0.26893908,317.04752,18.623066,6.63445,18.520775,134.9329605102539,291.8868103027344,40.0
2008-02-15 01:00:00,70.53368481774,81.59210335746,152.1257881752,15.611746948275862,0.2808839581082906,79.1022281433908,17.200000000000003,124.67819006410919,37.733241040627036,76.88391125,234.2513218789152,341.84002917068966,3.7393721628732366,0.725,308.64502,0.2531404631319218,35.943124969277044,,19.437677,-0.010944003,245.37436,16.944311,5.5088406,20.71135,102.50545883178711,312.59815979003906,40.0
2008-03-15 01:00:00,89.16481871514,66.43762161786,155.602440333,16.51483077150941,0.2743273524136925,73.29998844278899,27.0,91.14324869088038,31.762968248766086,55.53633814301075,206.94605511323923,333.51191927338715,5.06599524212313,0.6,304.55334,0.2667416677619725,33.54592710641299,,15.91268,-0.19419697,202.99805,18.831614,8.902454,44.816605,84.0487289428711,265.92559814453125,40.0
2008-04-15 01:00:00,63.042137137872,78.288555734928,141.3306928728,14.21340632156489,0.26766753076053196,71.00427791048222,50.2,51.50813036329861,25.976941585217375,22.135508178271827,134.0099550985625,321.91488159097224,4.7348117701100865,0.825,295.02307,0.3694946342810235,69.90012620968143,,7.2905607,-0.43888786,128.62267,14.368833,4.2706366,43.514748,109.0427017211914,243.9756622314453,40.0
2008-05-15 01:00:00,46.58314390811999,103.25701636308,149.84016027119998,13.296422765705483,0.2610031232168991,64.3933160704571,54.6,27.994247295322577,18.121074850188627,2.980778965053764,86.21849929055779,326.6022376060484,5.4731343779181625,2.1000001,287.86932,0.6466043799297752,77.62198990943854,,1.6885996,-0.87503403,83.25493,12.66516,3.3491573,57.217884,145.54923629760742,248.05469512939453,40.0
2008-06-15 01:00:00,4.27592323044,139.50407174796,143.7799949784,13.2753547458272,0.25433844989141685,65.08405439126219,60.0,16.95034446047629,14.898681425283794,-15.67318035537867,66.04840389164308,330.67448697435645,5.359484056348022,3.4249997,285.1873,0.7033265974689941,65.43796445755231,,0.56970406,-1.6531312,62.538578,11.446501,2.7445164,53.65041,154.38304138183594,238.43177032470703,40.0
2008-07-15 01:00:00,-38.87868802608,179.03839869287998,140.15971066679998,8.630653782260186,0.24766640523594644,87.92001601458402,147.0,24.850514101052223,15.38392469503552,-18.609651424731183,84.16174438178798,308.6477895174895,1.3567039386530264,5.225,285.44403,0.661096559111031,65.9245486838901,,1.1183176,-0.2420132,79.38322,9.419677,2.8911667,139.5846,250.45288848876953,359.49559020996094,40.0
2008-08-15 01:00:00,-59.207568638400005,200.29669765559998,141.0891290172,8.439371438536766,0.24088062237117389,94.18416542246737,111.2,48.8378766167359,23.217087458418618,-9.56647382153441,103.69771538939779,312.81387207457544,0.6446842222881296,3.75,285.3,0.5910855903622019,84.11892764611945,,1.5558147,0.07225179,105.81315,9.454195,2.2188416,103.87193,297.10693740844727,442.6561737060547,40.0
2008-09-15 01:00:00,-98.83041783444,245.90205812664,147.07164029220002,10.38835123102416,0.23420339418395744,88.43811389444444,37.0,86.72915124062605,53.903101519977746,-3.2425197875127627,168.81085052570293,311.004759435541,1.4632419459428232,4.1499996,289.94,0.6394389377611884,85.6787773880996,,3.53471,-0.29258636,168.37575,11.803669,3.8353453,52.701187,296.15771484375,450.54075622558594,40.0
