time,NEE_SOLO_EC,GPP_SOLO_EC,ER_SOLO_EC,Ta_EC,Sws_EC,RH_EC,Precip_EC,Fn_EC,Fe_EC,Fh_EC,Fsd_EC,Fld_EC,CO2_EC,VPD_EC,LAI_RS,EVI_RS,LST_RS,Fpar_RS,tree_cover_RS,nontree_cover_RS,nonveg_cover_RS,LST-Tair_RS,AI_RS,solar_RS,Ta_RS,VPD_RS,precip_RS,precip_cml_3_RS,precip_cml_6_RS
2007-11-15 00:30:00,11.293400296099971,149.89011981562223,161.1835201117222,28.14973575055654,0.2414898485427812,73.22603185145591,136.2,154.38096917433398,107.39310737353821,42.37974234293678,232.04990136728097,422.7255021257421,378.9120727307873,10.475090549013968,1.1988142,0.2845422,311.4385,38.84106782523163,8.636862,88.055626,4.0615854,8.671349,0.6228222160326159,251.13812,29.617165,12.6807995,167.94533,283.08417,287.61603
2007-12-15 00:30:00,-37.557675525108415,233.78463799013065,196.2269624650222,27.874636545698927,0.30035526864919354,77.27328575278554,282.4,166.23447034699058,125.20972535702187,38.78085227219448,233.50570098022646,430.7803999327957,374.2962624426177,8.7464347165606,1.5172118,0.33975962,310.99628,47.68112825818659,8.636862,88.055626,4.0615854,8.370962,0.6228222160326159,227.88977,29.47532,11.78657,352.83218,625.61676,639.41815
2008-01-15 00:30:00,-23.36069625166747,218.7019062145792,195.3412099629117,27.613581525537636,0.30238056239919353,78.6126583319716,328.4,156.26372880010555,125.52717810895665,39.79728884191927,224.7389470369806,429.0711059811828,364.55338353138126,8.103143431962236,1.5997769,0.37170038,305.09998,46.47664746203348,7.91622,86.563446,6.243287,3.4759502,0.6228222160326159,229.15921,28.474031,9.194843,291.56287,812.3404,929.22534
2008-02-15 00:30:00,14.816915155890063,162.14034721025354,176.9572623661436,26.655447971997436,0.3146965751490145,83.08137833330144,680.5999999999999,127.62687673210615,103.1347624662802,30.214235203506092,173.27148581964877,434.5695614295438,376.5831851383203,6.05077587746897,0.76389974,0.42643225,304.61896,26.837989453098647,7.91622,86.563446,6.243287,3.8408623,0.6228222160326159,166.45914,27.628101,7.063917,662.97845,1307.3735,1590.4578
2008-03-15 00:30:00,-0.6935656084210011,174.18816384559307,173.49459823717206,27.20242762846218,0.2918185947761198,76.60212970409127,277.6,181.06084623832604,128.3558952196077,47.20018844803186,251.75315475819778,426.60798091018324,376.37617064255863,8.648542370855388,1.8524894,0.36559755,307.21033,55.43959047646095,7.91622,86.563446,6.243287,5.606785,0.6228222160326159,279.00238,28.453548,10.423216,354.17288,1308.7142,1934.3309
2008-04-15 00:30:00,-22.184791034341842,151.00031435354927,128.81552331920744,26.606947914934658,0.22948736206543474,53.922565460481685,10.4,156.51916503442473,113.0990162197975,50.09816060087863,277.0869389622084,379.3672992949455,375.81617302751727,16.430927249630443,1.597566,0.30834484,308.57648,54.41408153983403,7.91622,86.563446,6.243287,9.284153,0.6228222160326159,286.72836,26.14233,12.56588,29.787298,1046.9387,1859.279
2008-05-15 00:30:00,-2.338163667791494,87.01179019609083,84.67362652829934,25.511034879032255,0.15125496014784948,42.19969140352172,0.0,109.21416304092136,55.63735567402925,62.408177407615746,238.80463093205037,362.49305705645156,362.29107273938905,19.286105779833964,0.96650845,0.20790116,310.6278,40.67261261589744,7.91622,86.563446,6.243287,12.992653,0.6228222160326159,254.00237,24.48516,14.078558,4.2152333,388.1754,1695.549
2008-06-15 00:30:00,7.7199867469720385,54.380648065137045,62.100634812109085,25.173829472222224,0.13167190243055554,43.531987776960825,0.0,94.76511398129446,24.627349336631628,63.78915441075385,214.779842868725,371.3068273611111,354.33912252108115,18.458412937983404,0.71878964,0.1946767,312.45566,32.457881012883036,7.91622,86.563446,6.243287,14.852333,0.6228222160326159,230.71759,24.453331,15.181149,0.87157804,34.87411,1343.5884
2008-07-15 00:30:00,-17.565075603325422,70.28703787332225,52.72196226999683,24.377744845430104,0.124777528484543,37.462393915394586,0.0,92.8658134586223,33.68443961701291,62.03257291885413,231.28948321856856,353.97118172043014,350.1580804395046,19.471000065942537,0.7560325,0.19778311,313.3238,34.50400594022102,7.91622,86.563446,6.243287,16.85896,0.6228222160326159,246.03496,23.314838,15.803638,1.7522007,6.839012,1053.7777
2008-08-15 00:30:00,-36.31105076046463,84.92079721985755,48.60974645939292,25.694752190860214,0.11959974403561828,36.35049231779944,0.0,110.98900315599462,38.642588999685486,67.27253975498662,248.1123580166801,369.6396162634409,359.0193781774796,21.476433374117224,0.74347377,0.19413438,316.0066,30.92177516226186,7.91622,86.563446,6.243287,17.572725,0.6228222160326159,266.85706,25.283873,19.346188,1.5970303,4.220809,392.3962
